Gene	Non-unique_Gene_name	Annotation	No_isolates	No_sequences	Avg_sequences_per_isolate	Genome_Fragment	Order_within_Fragment	Accessory_Fragment	Accessory_Order_with_Fragment	QC	028_A3	033B	033E-replaced	033_A1	042B	042E	042_A1	054_V2	055_V1	067_A5	115_A2	161_A2	408_A1	442B	442E	442_A3	445_A2	447_A2	447_A3	489_A1	530B	530E	530_A2	552_A1	606_A3	cluster_id
group_2604,group_2605		hypothetical protein,hypothetical protein	6,3	6,3	1,1	1,1	2927,2784	1,1	141,169		1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	cluster_1787
group_2606		hypothetical protein	6	6	1	1	2789	1	188		1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	cluster_1788
group_2626		DNA-dependent RNA polymerase family protein	6	6	1	1	2733	1	346		1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	cluster_1789
group_2627		hypothetical protein	6	6	1	1	2725	1	337		1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	cluster_1790
group_2702		hypothetical protein	6	6	1	1	589	1	612		0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	cluster_1791
group_2709		Phage-related minor tail protein	6	6	1	1	852	1	422		0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	cluster_1792
group_2710		hypothetical protein	6	6	1	1	851	1	421		0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	cluster_1793
group_2717		hypothetical protein	6	6	1	1	660	1	553		0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	cluster_1794
group_2718		hypothetical protein	6	6	1	1	659	1	552		0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	cluster_1795
group_2719		hypothetical protein	6	6	1	1	658	1	551		0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	cluster_1796
group_2720		hypothetical protein	6	6	1	1	1860	1	279		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	cluster_1797
group_2756		death-on-curing family protein	6	6	1	1	1458	9	32		0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	cluster_1798
group_2764		hypothetical protein	6	6	1	1	3140	1	821		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	cluster_1799
mbeC		Mobilization protein MbeC	6	6	1	1	3292	1	781		0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	cluster_1800
group_2851		hypothetical protein	6	6	1	1	2698	1	368		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	cluster_1801
group_2853		putative n4 gp43-like protein	6	6	1	1	2700	1	366		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	cluster_1802
group_2855		putative single-stranded DNA-binding protein	6	6	1	1	2703	1	362		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	cluster_1803
group_3019		hypothetical protein	6	6	1	1	574	1	586		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	cluster_1804
group_3020		hypothetical protein	6	6	1	1	545	1	582		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	cluster_1805
group_3021		hypothetical protein	6	6	1	1	546	1	606		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	cluster_1806
group_3488,group_3483,group_3482,group_3481,group_3487,group_3486,group_3485,group_3484		hypothetical protein,hypothetical protein,hypothetical protein,hypothetical protein,hypothetical protein,hypothetical protein,hypothetical protein,hypothetical protein	4,1,2,5,4,2,2,6	4,1,2,5,4,2,2,6	1,1,1,1,1,1,1,1	1,1,1,1,1,1,1,1	1659,1587,3161,3168,2598,1931,2606,2601	120,120,20,20,120,416,239,131	10,5,12,10,4,1,2,1		1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	cluster_1807
group_430,group_431,group_429,group_428		tail protein,tail protein,tail protein,tail protein	1,3,6,2	1,3,6,2	1,1,1,1	1,1,1,1	537,320,539,319	1,1,1,1	623,215,622,214		1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	1	1	1	cluster_1808
group_470,group_471,group_472		peptidase M15,peptidase M15,hypothetical protein	6,2,1	6,2,1	1,1,1	1,1,1	3320,3084,3083	1,1,1	685,444,445		0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	cluster_1809
group_1447,group_1448		DNA replication protein,Initiator Replication protein	5,2	5,2	1,1	1,1	3291,3279	1,1	782,780		0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	cluster_1810
group_1745		hypothetical protein	5	5	1	1	3148	1	803		1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	cluster_1811
group_1839		hypothetical protein	5	5	1	1	568	1	577		1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	cluster_1812
group_2058		hypothetical protein	5	5	1	1	140	458	1		0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1813
group_2103		hypothetical protein	5	5	1	1	862	1	419		0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	cluster_1814
group_2107		hypothetical protein	5	5	1	1	2743	1	320		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	cluster_1815
group_2109,group_2108		PD-(D/E)XK nuclease superfamily protein,PD-(D/E)XK nuclease superfamily protein	3,5	3,5	1,1	1,1	2673,2697	1,1	239,369		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	cluster_1816
group_2114,group_2115		type I restriction-modification protein subunit M,type I restriction-modification protein subunit M	5,1	5,1	1,1	1,1	1213,1210	34,34	17,7		0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	cluster_1817
group_2123		hypothetical protein	5	5	1	1	651	1	529		0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	cluster_1818
group_2269		hypothetical protein	5	5	1	1	2823	1	14		1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	cluster_1819
group_2279		hypothetical protein	5	5	1	1	2737	1	349		1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	cluster_1820
group_2437		hypothetical protein	5	5	1	1	1283	142	3	Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_1821
group_2467		hypothetical protein	5	5	1	1	3319	1	726		0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1822
group_2474		Phd_YefM	5	5	1	1	3145	1	806		0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	cluster_1823
group_2476		DNA replication protein	5	5	1	1	3136	1	5		0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	cluster_1824
group_2477		hypothetical protein	5	5	1	1	3275	1	2		0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	cluster_1825
group_2478		hypothetical protein	5	5	1	1	3276	1	774		0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	cluster_1826
group_2480,group_2479,group_2481		transposase,transposase,transposase	2,2,5	2,2,5	1,1,1	1,1,1	3270,3250,3277	1,1,1	747,758,775		0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	cluster_1827
group_2513		hypothetical protein	5	5	1	1	2741	1	318		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	cluster_1828
group_2514		putative membrane protein	5	5	1	1	2740	1	317		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	cluster_1829
group_2515		hypothetical protein	5	5	1	1	2679	1	219		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	cluster_1830
group_2521		hypothetical protein	5	5	1	1	1987	85	6		0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	cluster_1831
group_2536		hypothetical protein	5	5	1	1	1850	1	274		0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	cluster_1832
group_2538		hypothetical protein	5	5	1	1	3075	1	358		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	cluster_1833
group_2539		AAA domain protein	5	5	1	1	2701	1	365		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	cluster_1834
group_2544		hypothetical protein	5	5	1	1	2876	1	41		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	cluster_1835
group_2597		hypothetical protein	5	5	1	1	2799	1	183		1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1836
group_2598		hypothetical protein	5	5	1	1	2800	1	182		1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1837
group_2698		hypothetical protein	5	5	1	1	2796	1	184		0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1838
relE		mRNA interferase RelE	5	5	1	1	3146	1	805		0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	cluster_1839
group_2762		transposase	5	5	1	1	3143	1	808		0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	cluster_1840
group_2763		transposase	5	5	1	1	3142	1	809		0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	cluster_1841
group_2765		hypothetical protein	5	5	1	1	3138	1	6		0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	cluster_1842
group_2766		partitioning protein	5	5	1	1	3135	1	4		0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	cluster_1843
group_2767		chromosome partitioning protein ParB	5	5	1	1	3274	1	3		0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	cluster_1844
group_2770		hypothetical protein	5	5	1	1	3239	1	760		0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	cluster_1845
group_2794		hypothetical protein	5	5	1	1	890	1	201		0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	cluster_1846
group_2818		hypothetical protein	5	5	1	1	2811	1	160		0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	cluster_1847
group_2847		hypothetical protein	5	5	1	1	2744	1	321		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	cluster_1848
group_2848		phosphoribosyl-ATP pyrophosphohydrolase family protein	5	5	1	1	2742	1	319		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	cluster_1849
thyX		thymidylate synthase, flavin-dependent	5	5	1	1	2675	1	316		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	cluster_1850
group_2850		hypothetical protein	5	5	1	1	2676	1	315		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	cluster_1851
group_2879,group_2878		transposase,transposase	5,5	5,5	1,1	1,1	1945,1937	24,24	13,3		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	cluster_1852
group_2880		hypothetical protein	5	5	1	1	1944	24	12		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	cluster_1853
group_2881		hypothetical protein	5	5	1	1	1943	24	11		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	cluster_1854
group_2882		Helix-turn-helix	5	5	1	1	1942	24	10		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	cluster_1855
group_2883		hypothetical protein	5	5	1	1	1941	24	9		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	cluster_1856
group_2884		hypothetical protein	5	5	1	1	1932	24	8		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	cluster_1857
group_2885		hypothetical protein	5	5	1	1	1933	24	7		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	cluster_1858
ydjA		Type-2 restriction enzyme BsuMI component YdjA	5	5	1	1	1934	24	6		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	cluster_1859
group_2887		endonuclease	5	5	1	1	1935	24	5		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	cluster_1860
group_2888		cytosine-specific methyltransferase	5	5	1	1	1936	24	4		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	cluster_1861
group_3016		hypothetical protein	5	5	1	1	2678	1	313		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	cluster_1862
group_3017		hypothetical protein	5	5	1	1	2677	1	314		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	cluster_1863
group_374,group_373,group_372,group_371		hypothetical protein,hypothetical protein,hypothetical protein,hypothetical protein	1,5,2,3	1,5,2,3	1,1,1,1	1,1,1,1	2707,3074,1010,3076	1,1,1,1	243,357,500,305		0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	cluster_1864
group_834,group_835,group_836		type I restriction modification DNA specificity domain protein,type I restriction modification DNA specificity domain protein,type I restriction modification DNA specificity domain protein	5,2,1	5,2,1	1,1,1	1,1,1	1459,1457,1401	9,9,9	29,2,4		0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	cluster_1865
group_1104,group_1105,group_1106,group_1103		hypothetical protein,hypothetical protein,hypothetical protein,hypothetical protein	1,4,4,4	1,4,4,4	1,1,1,1	1,1,1,1	3288,3289,3287,3290	1,1,1,1	783,785,773,784		0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	cluster_1866
group_2078,group_2077		hypothetical protein,hypothetical protein	1,4	1,4	1,1	1,1	3129,3128	1,1	737,738		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1867
group_2079,group_2080		hypothetical protein,hypothetical protein	4,1	4,1	1,1	1,1	3314,3126	1,1	731,194		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1868
group_2081,group_2082		TraK protein,hypothetical protein	4,1	4,1	1,1	1,1	3113,3114	1,1	713,712	Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1869
group_2083,group_2084		hypothetical protein,hypothetical protein	4,1	4,1	1,1	1,1	3108,3106	1,1	707,705		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1870
group_2085,group_2086		AAA-like domain protein,hypothetical protein	4,1	4,1	1,1	1,1	3107,3096	1,1	706,703		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1871
group_2094		aldehyde dehydrogenase	4	4	1	1	1226	158	1		0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	cluster_1872
group_2118,group_2116,group_2117		hypothetical protein,FRG domain protein,hypothetical protein	1,4,1	1,4,1	1,1,1	1,1,1	1206,1209,1207	34,34,34	6,9,5		0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	cluster_1873
group_2178,group_2179,group_2180		putative membrane protein,putative membrane protein,putative membrane protein	4,4,3	4,4,3	1,1,1	1,1,1	1851,1854,1847	1,1,1	298,284,287		1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	cluster_1874
group_2268		hypothetical protein	4	4	1	1	2836	1	15		1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	cluster_1875
group_2441		putative transposase	4	4	1	1	1204	34	23		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	cluster_1876
rsrIM		Modification methylase RsrI	4	4	1	1	624	1	476		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_1877
group_2466		hypothetical protein	4	4	1	1	3313	1	732		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1878
group_2468		Peptidase S26	4	4	1	1	3104	1	702		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1879
group_2495		hypothetical protein	4	4	1	1	842	1	407		0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_1880
group_2496		hypothetical protein	4	4	1	1	857	1	406		0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_1881
group_2497		hypothetical protein	4	4	1	1	858	1	415		0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_1882
group_2502		hypothetical protein	4	4	1	1	625	1	474		0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	cluster_1883
group_2508		BRO family protein	4	4	1	1	526	1	379		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	cluster_1884
group_2509,group_2510		hypothetical protein,hypothetical protein	3,4	3,4	1,1	1,1	525,608	1,1	378,435		0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	cluster_1885
group_2519		cobalt transporter ATP-binding subunit	4	4	1	1	1071	29	4		0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	cluster_1886
group_2540		hypothetical protein	4	4	1	1	607	1	434		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	cluster_1887
recE		Exodeoxyribonuclease 8	4	4	1	1	650	1	530		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	cluster_1888
group_2542		RecT family protein	4	4	1	1	649	1	540		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	cluster_1889
group_2546		membrane protein	4	4	1	1	84	30	8		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	cluster_1890
group_2547		hypothetical protein	4	4	1	1	2488	3	17		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	cluster_1891
group_2600		hypothetical protein	4	4	1	1	2920	1	132		1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1892
group_2630		hypothetical protein	4	4	1	1	2717	1	324		1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1893
group_2679		hypothetical protein	4	4	1	1	1085	6	6		0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1894
group_2680		hypothetical protein	4	4	1	1	1084	6	5		0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1895
group_2681		hypothetical protein	4	4	1	1	1266	6	9		0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1896
group_2682		hypothetical protein	4	4	1	1	1267	6	10		0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1897
group_2683		hypothetical protein	4	4	1	1	1268	6	11		0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1898
group_2684		hypothetical protein	4	4	1	1	1269	6	12		0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1899
group_2723		lytic murein transglycosylase	4	4	1	1	3130	1	739		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1900
group_2724		hypothetical protein	4	4	1	1	3131	1	740		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1901
group_2725		hypothetical protein	4	4	1	1	3132	1	741		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1902
group_2726		Plasmid stabilisation system protein	4	4	1	1	3133	1	742		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1903
group_2731		hypothetical protein	4	4	1	1	3315	1	730		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1904
group_2732		hypothetical protein	4	4	1	1	3316	1	729		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1905
group_2733		Antirestriction protein	4	4	1	1	3317	1	728		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1906
group_2734		hypothetical protein	4	4	1	1	3318	1	727		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1907
group_2735		hypothetical protein	4	4	1	1	3125	1	725		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1908
group_2736		Initiator Replication protein	4	4	1	1	3124	1	724		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1909
group_2737		H-NS histone family protein	4	4	1	1	3123	1	723		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1910
group_2738		hypothetical protein	4	4	1	1	3122	1	722		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1911
group_2739		hypothetical protein	4	4	1	1	3121	1	721		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1912
group_2740		cobalamin biosynthesis protein CobQ	4	4	1	1	3120	1	720		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1913
group_2741		chromosome partitioning protein ParB	4	4	1	1	3119	1	719		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1914
group_2742		Transglycosylase SLT domain protein	4	4	1	1	3118	1	718		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1915
group_2744		hypothetical protein	4	4	1	1	3117	1	717		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1916
group_2746		TraE protein	4	4	1	1	3115	1	714		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1917
group_2747		Bacterial conjugation TrbI-like protein	4	4	1	1	3112	1	711		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1918
group_2748		disulfide bond isomerase family protein	4	4	1	1	3111	1	710		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1919
group_2749		thiol:disulfide interchange protein	4	4	1	1	3110	1	709		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1920
group_2750		Type IV conjugative transfer system lipoprotein (TraV)	4	4	1	1	3109	1	708		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1921
group_2751		hypothetical protein	4	4	1	1	3105	1	704		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1922
group_2754		conjugal transfer mating pair stabilization protein TraN	4	4	1	1	3100	1	698		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1923
group_2755		hypothetical protein	4	4	1	1	3098	1	697		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1924
group_2759		hypothetical protein	4	4	1	1	2790	1	189		0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	cluster_1925
group_2761		resolvase	4	4	1	1	3144	1	807		0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	cluster_1926
group_2768		hypothetical protein	4	4	1	1	3278	1	776		0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	cluster_1927
group_2774		hypothetical protein	4	4	1	1	1627	122	3		0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	cluster_1928
group_2791		hypothetical protein	4	4	1	1	843	1	408		0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_1929
group_2792		hypothetical protein	4	4	1	1	861	1	418		0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_1930
group_2793		hypothetical protein	4	4	1	1	316	1	639		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	cluster_1931
group_2798	hsdM	Type I restriction enzyme EcoKI M protein	4	4	1	1	2326	15	17		0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	cluster_1932
